ID	NAME	EQUATION	GENE ASSOCIATION	subsystem_unique_@2021_12
r_0138	adenine deaminase	adenine[c] + H+[c] + H2O[c] => ammonium[c] + hypoxanthine[c]	YNL141W	purine metabolism ( sce00230 )
r_0139	adenine phosphoribosyltransferase	adenine[c] + PRPP[c] => AMP[c] + diphosphate[c]	YDR441C or YML022W	purine metabolism ( sce00230 )
r_0140	adenosine deaminase	adenosine[c] + H+[c] + H2O[c] => ammonium[c] + inosine[c]	YNL141W	purine metabolism ( sce00230 )
r_0142	adenosine kinase	adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c]	YJR105W	purine metabolism ( sce00230 )
r_0143	adenosine monophosphate deaminase	AMP[c] + H+[c] + H2O[c] => ammonium[c] + IMP[c]	YML035C	purine metabolism ( sce00230 )
r_0144	adenosylhomocysteinase	H2O[c] + S-adenosyl-L-homocysteine[c] => adenosine[c] + L-homocysteine[c]	YER043C	cysteine and methionine metabolism ( sce00270 )
r_0145	adenosylmethionine decarboxylase	H+[c] + S-adenosyl-L-methionine[c] => carbon dioxide[c] + S-adenosylmethioninamine[c]	YOL052C	arginine and proline metabolism ( sce00330 )
r_0146	adenosylmethionine-8-amino-7-oxononanoate transaminase	"8-amino-7-oxononanoate[c] + S-adenosyl-L-methionine[c] <=> 7,8-diaminononanoate[c] + S-adenosyl-4-methylthio-2-oxobutanoate[c]"	YNR058W	biotin metabolism ( sce00780 )
r_0147	adenylate cyclase	"ATP[c] => 3',5'-cyclic AMP[c] + diphosphate[c]"	YJL005W	purine metabolism ( sce00230 )
r_0148	adenylate kinase	AMP[c] + ATP[c] => 2 ADP[c]	YDL166C or YDR226W	purine metabolism ( sce00230 )
r_0149	adenylate kinase	AMP[m] + ATP[m] => 2 ADP[m]	YER170W	purine metabolism ( sce00230 )
r_0150	adenylate kinase (GTP)	AMP[m] + GTP[m] <=> ADP[m] + GDP[m]	YER170W	purine metabolism ( sce00230 )
r_0151	adenylosuccinate lyase (AICAR)	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole[c] => AICAR[c] + fumarate[c]	YLR359W	purine metabolism ( sce00230 )
r_0152	adenylosuccinate lyase	adenylo-succinate[c] <=> AMP[c] + fumarate[c]	YLR359W	purine metabolism ( sce00230 )
r_0153	adenylosuccinate synthase	GTP[c] + IMP[c] + L-aspartate[c] => adenylo-succinate[c] + GDP[c] + 2 H+[c] + phosphate[c]	YNL220W	purine metabolism ( sce00230 )
r_0154	adenylyl-sulfate kinase	5'-adenylyl sulfate[c] + ATP[c] => 3'-phospho-5'-adenylyl sulfate[c] + ADP[c] + H+[c]	YKL001C	sulfur metabolism ( sce00920 )
r_0155	"ADP-ribose 2,3-cyclic phosphodiesterase"	"2',3'-cyclic AMP[c] + H2O[c] => adenosine 2'-phosphate[c] + H+[c]"	YGR247W	other
r_0156	alanine glyoxylate aminotransferase	glyoxylate[c] + L-alanine[c] => L-glycine[c] + pyruvate[c]	YFL030W	"alanine, aspartate and glutamate metabolism ( sce00250 )"
r_0157	alanyl-tRNA synthetase	ATP[c] + L-alanine[c] + tRNA(Ala)[c] => Ala-tRNA(Ala)[c] + AMP[c] + diphosphate[c]	YOR335C	aminoacyl-trna biosynthesis ( sce00970 )
r_0158	alcohol acetyltransferase (2-methylbutanol)	2-methylbutanol[c] + acetyl-CoA[c] => 2-methylbutyl acetate[c] + coenzyme A[c]	YGR177C or YOR377W	complex alcohol metabolism
r_0159	alcohol acetyltransferase (ethanol)	acetyl-CoA[c] + ethanol[c] => coenzyme A[c] + ethyl acetate[c]	YGR177C or YOR377W	complex alcohol metabolism
r_0160	alcohol acetyltransferase (isoamyl alcohol)	acetyl-CoA[c] + isoamylol[c] => coenzyme A[c] + isoamyl acetate[c]	YGR177C or YOR377W	complex alcohol metabolism
r_0161	alcohol acetyltransferase (isobutyl alcohol)	acetyl-CoA[c] + isobutanol[c] => coenzyme A[c] + isobutyl acetate[c]	YGR177C or YOR377W	complex alcohol metabolism
r_0162	alcohol acetyltransferase (phenylethanol alcohol)	2-phenylethanol[c] + acetyl-CoA[c] => coenzyme A[c] + phenethyl acetate[c]	YGR177C or YOR377W	complex alcohol metabolism
r_0163	alcohol dehydrogenase (ethanol to acetaldehyde)	ethanol[c] + NAD[c] => acetaldehyde[c] + H+[c] + NADH[c]	YMR303C	glycolysis / gluconeogenesis ( sce00010 )
r_0164	"alcohol dehydrogenase (glycerol, NADP)"	D-glyceraldehyde[c] + H+[c] + NADPH[c] => glycerol[c] + NADP(+)[c]	YDR368W or YHR104W	glycerolipid metabolism ( sce00561 )
r_0165	mitochondrial alcohol dehydrogenase	acetaldehyde[m] + H+[m] + NADH[m] => ethanol[m] + NAD[m]	YGL256W or YMR083W	glycolysis / gluconeogenesis ( sce00010 )
r_0166	"aldehyde dehydrogenase (2-methylbutanol, NAD)"	2-methylbutanal[c] + H+[c] + NADH[c] => 2-methylbutanol[c] + NAD[c]	YBR145W or YDL168W or YOL086C	complex alcohol metabolism
r_0167	"aldehyde dehydrogenase (2-methylbutanol, NAD)"	2-methylbutanal[m] + H+[m] + NADH[m] => 2-methylbutanol[m] + NAD[m]	YGL256W or YMR083W	complex alcohol metabolism
r_0168	"aldehyde dehydrogenase (2-methylbutanol, NADP)"	2-methylbutanal[c] + H+[c] + NADPH[c] => 2-methylbutanol[c] + NADP(+)[c]	YCR105W or YDR368W or YMR318C	complex alcohol metabolism
r_0169	"aldehyde dehydrogenase (2-phenylethanol, NAD)"	H+[c] + NADH[c] + phenylacetaldehyde[c] => 2-phenylethanol[c] + NAD[c]	YBR145W or YDL168W or YOL086C	phenylalanine metabolism ( sce00360 )
r_0170	"aldehyde dehydrogenase (2-phenylethanol, NAD)"	H+[m] + NADH[m] + phenylacetaldehyde[m] => 2-phenylethanol[m] + NAD[m]	YGL256W or YMR083W	phenylalanine metabolism ( sce00360 )
r_0171	"aldehyde dehydrogenase (2-phenylethanol, NADP)"	H+[c] + NADPH[c] + phenylacetaldehyde[c] => 2-phenylethanol[c] + NADP(+)[c]	YCR105W or YMR318C	phenylalanine metabolism ( sce00360 )
r_0172	"aldehyde dehydrogenase (3-aminopropanal, NAD)"	3-aminopropanal[c] + H2O[c] + NAD[c] => beta-alanine[c] + 2 H+[c] + NADH[c]	YMR110C or YMR169C or YMR170C	beta-alanine metabolism ( sce00410 )
r_0173	"aldehyde dehydrogenase (acetaldehyde, NADP)"	acetaldehyde[c] + H2O[c] + NADP(+)[c] => acetate[c] + 2 H+[c] + NADPH[c]	YPL061W	glycolysis / gluconeogenesis ( sce00010 )
r_0174	"aldehyde dehydrogenase (acetylaldehyde, NAD)"	acetaldehyde[m] + H2O[m] + NAD[m] => acetate[m] + 2 H+[m] + NADH[m]	YOR374W	glycolysis / gluconeogenesis ( sce00010 )
r_0175	"aldehyde dehydrogenase (acetylaldehyde, NADP)"	acetaldehyde[m] + H2O[m] + NADP(+)[m] => acetate[m] + 2 H+[m] + NADPH[m]	YER073W or YOR374W	pyruvate metabolism ( sce00620 )
r_0176	"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)"	H2O[m] + indol-3-ylacetaldehyde[m] + NAD[m] => 2 H+[m] + indole-3-acetate[m] + NADH[m]	YOR374W	tryptophan metabolism ( sce00380 )
r_0177	"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)"	H2O[c] + indol-3-ylacetaldehyde[c] + NADP(+)[c] => 2 H+[c] + indole-3-acetate[c] + NADPH[c]	YPL061W	tryptophan metabolism ( sce00380 )
r_0178	"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)"	H2O[m] + indol-3-ylacetaldehyde[m] + NADP(+)[m] => 2 H+[m] + indole-3-acetate[m] + NADPH[m]	YER073W or YOR374W	tryptophan metabolism ( sce00380 )
r_0179	"aldehyde dehydrogenase (isoamyl alcohol, NAD)"	3-methylbutanal[c] + H+[c] + NADH[c] => isoamylol[c] + NAD[c]	YBR145W or YDL168W or YOL086C	complex alcohol metabolism
r_0180	"aldehyde dehydrogenase (isoamyl alcohol, NAD)"	3-methylbutanal[m] + H+[m] + NADH[m] => isoamylol[m] + NAD[m]	YGL256W or YMR083W	complex alcohol metabolism
r_0181	"aldehyde dehydrogenase (isoamyl alcohol, NADP)"	3-methylbutanal[c] + H+[c] + NADPH[c] => isoamylol[c] + NADP(+)[c]	YCR105W or YMR318C	complex alcohol metabolism
r_0182	"aldehyde dehydrogenase (isobutyl alcohol, NAD)"	H+[c] + isobutyraldehyde[c] + NADH[c] => isobutanol[c] + NAD[c]	YBR145W or YDL168W or YOL086C	complex alcohol metabolism
r_0183	"aldehyde dehydrogenase (isobutyl alcohol, NAD)"	H+[m] + isobutyraldehyde[m] + NADH[m] => isobutanol[m] + NAD[m]	YGL256W or YMR083W	complex alcohol metabolism
r_0184	"aldehyde dehydrogenase (isobutyl alcohol, NADP)"	H+[c] + isobutyraldehyde[c] + NADPH[c] => isobutanol[c] + NADP(+)[c]	YCR105W or YMR318C	complex alcohol metabolism
r_0185	"aldehyde dehydrogenase (phenylacetaldehyde, NAD)"	H2O[c] + NAD[c] + phenylacetaldehyde[c] => 2 H+[c] + NADH[c] + phenylacetic acid[c]	YMR169C or YMR170C	phenylalanine metabolism ( sce00360 )
r_0186	"aldehyde dehydrogenase (tryptophol, NAD)"	H+[c] + indol-3-ylacetaldehyde[c] + NADH[c] => NAD[c] + tryptophol[c]	YBR145W or YDL168W or YOL086C	tyrosine metabolism ( sce00350 )
r_0187	"aldehyde dehydrogenase (tryptophol, NAD)"	H+[m] + indol-3-ylacetaldehyde[m] + NADH[m] => NAD[m] + tryptophol[m]	YGL256W or YMR083W	tyrosine metabolism ( sce00350 )
r_0188	alkaline phosphatase (dihydroneopterin)	"7,8-dihydroneopterin 3'-triphosphate[c] + 3 H2O[c] => 7,8-dihydroneopterin[c] + 2 H+[c] + 3 phosphate[c]"	YDR481C	folate biosynthesis ( sce00790 )
r_0189	allantoate amidinohydrolase	allantoate[c] + H2O[c] <=> urea[c] + ureidoglycolic acid[c]	YIR029W	purine metabolism ( sce00230 )
r_0190	"allantoinase, reaction"	allantoin[c] + H2O[c] <=> allantoate[c] + H+[c]	YIR027C	purine metabolism ( sce00230 )
r_0191	allophanate hydrolase	3 H+[c] + H2O[c] + urea-1-carboxylic acid[c] => 2 ammonium[c] + 2 carbon dioxide[c]	YBR208C	arginine biosynthesis ( sce00220 )
r_0192	"alpha 1,2-mannosyltransferase"	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[g] + GDP-alpha-D-mannose[g] + H+[g] => alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[g] + GDP[g]	YBR199W or YBR205W or YDR483W or YJL139C or YKR061W or YNL029C or YOR099W or YPL053C	other
r_0193	"alpha,alpha-trehalase"	H2O[v] + trehalose[v] => 2 D-glucose[v]	YPR026W or YBR001C	starch and sucrose metabolism ( sce00500 )
r_0194	"alpha,alpha-trehalase"	H2O[c] + trehalose[c] => 2 D-glucose[c]	YDR001C	starch and sucrose metabolism ( sce00500 )
r_0195	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	"D-glucose 6-phosphate[c] + UDP-D-glucose[c] => alpha,alpha-trehalose 6-phosphate[c] + H+[c] + UDP[c]"	(YBR126C and YDR074W and YML100W) or (YBR126C and YDR074W and YMR261C)	starch and sucrose metabolism ( sce00500 )
r_0198	alpha-glucosidase	H2O[c] + maltose[c] => 2 D-glucose[c]	YBR299W or YGR287C or YGR292W or YIL172C or YJL216C or YJL221C	starch and sucrose metabolism ( sce00500 )
r_0199	amidase	4-guanidinobutanamide[c] + H2O[c] => 4-guanidinobutanoic acid[c] + ammonium[c]	YDR242W or YMR293C	arginine and proline metabolism ( sce00330 )
r_0200	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	aminoacetone[c] + H2O[c] + oxygen[c] => ammonium[c] + hydrogen peroxide[c] + methylglyoxal[c]		"glycine, serine and threonine metabolism ( sce00260 )"
r_0201	Aminobutyraldehyde dehydrogenase	4-aminobutanal[m] + H2O[m] + NAD[m] => gamma-aminobutyrate[m] + 2 H+[m] + NADH[m]	YOR374W	arginine and proline metabolism ( sce00330 )
r_0202	anthranilate phosphoribosyltransferase	anthranilate[c] + PRPP[c] => diphosphate[c] + N-(5-phospho-beta-D-ribosyl)anthranilate[c]	YDR354W	"phenylalanine, tyrosine and tryptophan biosynthesis ( sce00400 )"
r_0203	anthranilate synthase	chorismate[c] + L-glutamine[c] => anthranilate[c] + H+[c] + L-glutamate[c] + pyruvate[c]	YER090W and YKL211C	"phenylalanine, tyrosine and tryptophan biosynthesis ( sce00400 )"
r_0204	Ap4A hydrolase	"H2O[c] + P(1),P(4)-bis(5'-adenosyl) tetraphosphate[c] <=> 2 ADP[c] + 2 H+[c]"	YDR305C	purine metabolism ( sce00230 )
r_0205	arabinose reductase	H+[c] + L-arabinose[c] + NADPH[c] => L-arabinitol[c] + NADP(+)[c]	YHR104W	pentose and glucuronate interconversions ( sce00040 )
r_0206	arginase	H2O[c] + L-arginine[c] => ornithine[c] + urea[c]	YPL111W	arginine biosynthesis ( sce00220 )
r_0207	argininosuccinate lyase	(N(omega)-L-arginino)succinic acid[c] <=> fumarate[c] + L-arginine[c]	YHR018C	arginine biosynthesis ( sce00220 )
r_0208	argininosuccinate synthase	ATP[c] + L-aspartate[c] + L-citrulline[c] <=> (N(omega)-L-arginino)succinic acid[c] + AMP[c] + diphosphate[c] + H+[c]	YOL058W	arginine biosynthesis ( sce00220 )
r_0209	arginyl-tRNA synthetase	ATP[c] + L-arginine[c] + tRNA(Arg)[c] => AMP[c] + Arg-tRNA(Arg)[c] + diphosphate[c]	YDR341C	aminoacyl-trna biosynthesis ( sce00970 )
r_0210	arginyl-tRNA synthetase	ATP[m] + L-arginine[m] + tRNA(Arg)[m] => AMP[m] + Arg-tRNA(Arg)[m] + diphosphate[m]	YHR091C	aminoacyl-trna biosynthesis ( sce00970 )
r_0211	asparagine synthase (glutamine-hydrolysing)	ATP[c] + H2O[c] + L-aspartate[c] + L-glutamine[c] => AMP[c] + diphosphate[c] + H+[c] + L-asparagine[c] + L-glutamate[c]	YGR124W or YPR145W	"alanine, aspartate and glutamate metabolism ( sce00250 )"
r_0212	Asparaginyl-tRNA synthetase	ATP[c] + L-asparagine[c] + tRNA(Asn)[c] => AMP[c] + Asn-tRNA(Asn)[c] + diphosphate[c]	YHR019C	aminoacyl-trna biosynthesis ( sce00970 )
r_0213	"asparaginyl-tRNA synthetase, miotchondrial"	ATP[m] + L-asparagine[m] + tRNA(Asn)[m] => AMP[m] + Asn-tRNA(Asn)[m] + diphosphate[m]	YCR024C	aminoacyl-trna biosynthesis ( sce00970 )
r_0214	aspartate carbamoyltransferase	carbamoyl phosphate[c] + L-aspartate[c] => H+[c] + N-carbamoyl-L-aspartate[c] + phosphate[c]	YJL130C	pyrimidine metabolism ( sce00240 )
r_0215	aspartate kinase	ATP[c] + L-aspartate[c] => 4-phospho-L-aspartate[c] + ADP[c]	YER052C	"glycine, serine and threonine metabolism ( sce00260 )"
r_0216	aspartate transaminase	2-oxoglutarate[c] + L-aspartate[c] <=> L-glutamate[c] + oxaloacetate[c]	YLR027C	"alanine, aspartate and glutamate metabolism ( sce00250 )"
r_0217	aspartate transaminase	L-glutamate[m] + oxaloacetate[m] => 2-oxoglutarate[m] + L-aspartate[m]	YKL106W	"alanine, aspartate and glutamate metabolism ( sce00250 )"
r_0218	aspartate transaminase	2-oxoglutarate[p] + L-aspartate[p] <=> L-glutamate[p] + oxaloacetate[p]	YLR027C	"alanine, aspartate and glutamate metabolism ( sce00250 )"
r_0219	aspartate-semialdehyde dehydrogenase	4-phospho-L-aspartate[c] + H+[c] + NADPH[c] => L-aspartate 4-semialdehyde[c] + NADP(+)[c] + phosphate[c]	YDR158W	"glycine, serine and threonine metabolism ( sce00260 )"
r_0220	Aspartyl-tRNA synthetase	ATP[c] + L-aspartate[c] + tRNA(Asp)[c] => AMP[c] + Asp-tRNA(Asp)[c] + diphosphate[c]	YLL018C	aminoacyl-trna biosynthesis ( sce00970 )
r_0221	Aspartyl-tRNA synthetase	ATP[m] + L-aspartate[m] + tRNA(Asp)[m] => AMP[m] + Asp-tRNA(Asp)[m] + diphosphate[m]	YPL104W	aminoacyl-trna biosynthesis ( sce00970 )
r_0222	ATP adenylyltransferase	"ADP[c] + ATP[c] + H+[c] => P(1),P(4)-bis(5'-adenosyl) tetraphosphate[c] + phosphate[c]"	YDR530C	purine metabolism ( sce00230 )
r_0223	ATP adenylyltransferase	"ADP[c] + GTP[c] + H+[c] => P1-(5'-adenosyl),P4-(5'-guanosyl) tetraphosphate[c] + phosphate[c]"	YCL050C	purine metabolism ( sce00230 )
r_0224	ATP adenylyltransferase	"GDP[c] + GTP[c] + H+[c] => P(1),P(4)-bis(5'-guanosyl) tetraphosphate[c] + phosphate[c]"	YCL050C	purine metabolism ( sce00230 )
r_0225	ATP phosphoribosyltransferase	ATP[c] + PRPP[c] => 5-phosphoribosyl-ATP[c] + diphosphate[c]	YER055C	histidine metabolism ( sce00340 )
r_0226	ATP synthase	ADP[m] + 3 H+[c] + phosphate[m] => ATP[m] + 2 H+[m] + H2O[m]	(Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR322C-A and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W) or (Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W and YPR020W) or (Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR322C-A and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W and YJL180C and YLR393W and YNL315C and YOL077W-A and YCL005W-A)	oxidative phosphorylation ( sce00190 )
r_0227	"ATPase, cytosolic"	ATP[c] + H2O[c] => ADP[c] + H+[e] + phosphate[c]	(YCR024C-A and YEL017C-A and YGL008C) or (YCR024C-A and YEL017C-A and YPL036W) or YER005W	"Transport[c, e]"
r_0228	"beta-1,4 mannosyltransferase"	"GDP-alpha-D-mannose[c] + N,N'-diacetylchitobiosyldiphosphodolichol[c] => beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[c] + GDP[c] + H+[c]"	YBR110W	n-glycan biosynthesis ( sce00510 )
r_0229	biotin synthase	dethiobiotin[c] + polysulphur[c] <=> biotin[c] + 2 H+[c]	YGR286C	biotin metabolism ( sce00780 )
r_0230	biotin-[acetyl-CoA-carboxylase] ligase	ATP[c] + biotin[c] + H+[c] => biotinyl-5'-AMP[c] + diphosphate[c]	YDL141W	biotin metabolism ( sce00780 )
r_0231	C-14 sterol reductase	"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + H+[c] + NADPH[c] => 14-demethyllanosterol[c] + NADP(+)[c]"	YNL280C	steroid biosynthesis ( sce00100 )
r_0233	C-22 sterol desaturase (NADP)	"ergosta-5,7,24(28)-trien-3beta-ol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,22,24(28)-tetraen-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]"	YMR015C	steroid biosynthesis ( sce00100 )
r_0234	C-3 sterol dehydrogenase	NADP(+)[c] + zymosterol intermediate 1c[c] => carbon dioxide[c] + NADPH[c] + zymosterol intermediate 2[c]	YGL001C	steroid biosynthesis ( sce00100 )
r_0235	C-3 sterol dehydrogenase (4-methylzymosterol)	4beta-methylzymosterol-4alpha-carboxylic acid[c] + NAD[c] => 3-dehydro-4-methylzymosterol[c] + carbon dioxide[c] + NADH[c]	YGL001C	steroid biosynthesis ( sce00100 )
r_0236	C-3 sterol keto reductase (4-methylzymosterol)	3-dehydro-4-methylzymosterol[c] + H+[c] + NADPH[c] => 4alpha-methylzymosterol[c] + NADP(+)[c]	YLR100W	steroid biosynthesis ( sce00100 )
r_0237	C-3 sterol keto reductase (zymosterol)	H+[c] + NADPH[c] + zymosterol intermediate 2[c] => NADP(+)[c] + zymosterol[c]	YLR100W	steroid biosynthesis ( sce00100 )
r_0238	C-4 methyl sterol oxidase	4alpha-methylzymosterol[c] + H+[c] + NADPH[c] + oxygen[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1a[c]	YGR060W	steroid biosynthesis ( sce00100 )
r_0239	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1a[c] => 2 H2O[c] + NADP(+)[c] + zymosterol intermediate 1b[c]	YGR060W	steroid biosynthesis ( sce00100 )
r_0240	C-4 methyl sterol oxidase	NADPH[c] + oxygen[c] + zymosterol intermediate 1b[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1c[c]	YGR060W	steroid biosynthesis ( sce00100 )
r_0241	"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)"	14-demethyllanosterol[c] + 5 H+[c] + 3 oxygen[c] + 6 Ferrocytochrome b5[erm] => 4beta-methylzymosterol-4alpha-carboxylic acid[c] + 4 H2O[c] + 6 Ferricytochrome b5[erm]	YGR060W	steroid biosynthesis ( sce00100 )
r_0242	C-5 sterol desaturase	"episterol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,24(28)-trien-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]"	YLR056W	steroid biosynthesis ( sce00100 )
r_0243	C-8 sterol isomerase	fecosterol[c] => episterol[c]	YMR202W	steroid biosynthesis ( sce00100 )
r_0244	C-s24 sterol reductase	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[er] + H+[er] + NADPH[er] => ergosterol[er] + NADP(+)[er]"	YGL012W	steroid biosynthesis ( sce00100 )
r_0249	CAAX farnesyltransferase	4-hydroxybenzoate[c] + nonaprenyl diphosphate[c] => diphosphate[c] + nonaprenyl 4-hydroxybenzoate[c]	YDL090C and YKL019W	terpenoid backbone biosynthesis ( sce00900 )
r_0250	carbamoyl-phosphate synthase (glutamine-hydrolysing)	2 ATP[c] + bicarbonate[c] + H2O[c] + L-glutamine[c] => 2 ADP[c] + carbamoyl phosphate[c] + 2 H+[c] + L-glutamate[c] + phosphate[c]	YJL130C and YJR109C and YOR303W	pyrimidine metabolism ( sce00240 )
r_0252	carnitine O-acetyltransferase	(R)-carnitine[c] + acetyl-CoA[c] => coenzyme A[c] + O-acetylcarnitine[c]	YAR035W or YER024W	other
r_0253	carnitine O-acetyltransferase	(R)-carnitine[p] + acetyl-CoA[p] => coenzyme A[p] + O-acetylcarnitine[p]	YML042W	other
r_0254	carnitine O-acetyltransferase	coenzyme A[m] + O-acetylcarnitine[m] => (R)-carnitine[m] + acetyl-CoA[m]	YML042W	other
r_0255	catalase	2 hydrogen peroxide[c] => 2 H2O[c] + oxygen[c]	YGR088W	glyoxylate and dicarboxylate metabolism ( sce00630 )
r_0256	catalase	2 hydrogen peroxide[p] => 2 H2O[p] + oxygen[p]	YDR256C	glyoxylate and dicarboxylate metabolism ( sce00630 )
r_0259	ceramide-1 hydroxylase (24C)	ceramide-1 (C24)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-2 (C24)[er] + H2O[er] + NADP(+)[er]	YDR297W	sphingolipid metabolism ( sce00600 )
r_0260	ceramide-1 hydroxylase (24C)	ceramide-1 (C24)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-2' (C24)[er] + H2O[er] + NADP(+)[er]	YMR272C	sphingolipid metabolism ( sce00600 )
r_0261	ceramide-1 hydroxylase (26C)	ceramide-1 (C26)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-2 (C26)[er] + H2O[er] + NADP(+)[er]	YDR297W	sphingolipid metabolism ( sce00600 )
r_0262	ceramide-1 hydroxylase (26C)	ceramide-1 (C26)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-2' (C26)[er] + H2O[er] + NADP(+)[er]	YMR272C	sphingolipid metabolism ( sce00600 )
r_0263	ceramide-1 synthase (24C)	sphinganine[er] + tetracosanoyl-CoA[er] => ceramide-1 (C24)[er] + coenzyme A[er] + H+[er]	(YHL003C and YMR298W) or (YKL008C and YMR298W)	sphingolipid metabolism ( sce00600 )
r_0264	ceramide-1 synthase (26C)	hexacosanoyl-CoA[er] + sphinganine[er] => ceramide-1 (C26)[er] + coenzyme A[er] + H+[er]	(YHL003C and YMR298W) or (YKL008C and YMR298W)	sphingolipid metabolism ( sce00600 )
r_0265	ceramide-2 synthase (24C)	phytosphingosine[er] + tetracosanoyl-CoA[er] => ceramide-2 (C24)[er] + coenzyme A[er] + H+[er]	(YHL003C and YMR298W) or (YKL008C and YMR298W)	sphingolipid metabolism ( sce00600 )
r_0266	ceramide-2 synthase (26C)	hexacosanoyl-CoA[er] + phytosphingosine[er] => ceramide-2 (C26)[er] + coenzyme A[er] + H+[er]	(YHL003C and YMR298W) or (YKL008C and YMR298W)	sphingolipid metabolism ( sce00600 )
r_0267	ceramide-3 synthase (24C)	ceramide-2 (C24)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-3 (C24)[er] + H2O[er] + NADP(+)[er]	YMR272C	sphingolipid metabolism ( sce00600 )
r_0268	ceramide-3 synthase (26C)	ceramide-2 (C26)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-3 (C26)[er] + H2O[er] + NADP(+)[er]	YMR272C	sphingolipid metabolism ( sce00600 )
r_0269	ceramide-4 synthase (24C)	ceramide-3 (C24)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-4 (C24)[er] + H2O[er] + NADP(+)[er]	YMR272C	sphingolipid metabolism ( sce00600 )
r_0270	ceramide-4 synthase (26C)	ceramide-3 (C26)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-4 (C26)[er] + H2O[er] + NADP(+)[er]	YMR272C	sphingolipid metabolism ( sce00600 )
r_0271	chitin deacetylase	chitin[c] + H2O[c] => acetate[c] + chitosan[ce] + H+[c]	YLR307W or YLR308W	amino sugar and nucleotide sugar metabolism ( sce00520 )
r_0272	chitin synthase	UDP-N-acetyl-alpha-D-glucosamine[c] => chitin[c] + H+[c] + UDP[c]	YBR023C or YBR038W or YNL192W	amino sugar and nucleotide sugar metabolism ( sce00520 )
r_0273	choline kinase	ATP[c] + choline[c] => ADP[c] + choline phosphate[c] + H+[c]	YLR133W	glycerophospholipid metabolism ( sce00564 )
r_0274	choline phosphate cytididyltransferase	choline phosphate[c] + CTP[c] + H+[c] => CDP-choline[c] + diphosphate[c]	YGR202C	glycerophospholipid metabolism ( sce00564 )
